Incident,change,date,year,month,day,time,hour,addr,lon,lat,zip,nature,all,all2
2013095980,n,5/23/13,2013,05,Thursday,21:15:06,21,5802 KELSEY DR-CO,-92.248088,38.975132,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: May-23-2013<br\>Time: 21:15<br\>Address: 5802 KELSEY DR-CO,Incident: SF-SHOTS FIRED Date: May-23-2013 Time: 21:15 Address: 5802 KELSEY DR-CO
2011207521,n,11/8/11,2011,11,Tuesday,20:28:27,20,309 PROCTOR DR-CO,-92.34206,38.975212,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Nov-08-2011<br\>Time: 20:28<br\>Address: 309 PROCTOR DR-CO,Incident: SF-SHOTS FIRED Date: Nov-08-2011 Time: 20:28 Address: 309 PROCTOR DR-CO
2013054175,n,3/23/13,2013,03,Saturday,19:53:20,19,309 PROCTOR DR-CO,-92.34206,38.975212,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-23-2013<br\>Time: 19:53<br\>Address: 309 PROCTOR DR-CO,Incident: SF-SHOTS FIRED Date: Mar-23-2013 Time: 19:53 Address: 309 PROCTOR DR-CO
2012187843,n,9/29/12,2012,09,Saturday,20:18:18,20,2807 MULBERRY RD-CO,-92.295393,38.975214,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-29-2012<br\>Time: 20:18<br\>Address: 2807 MULBERRY RD-CO,Incident: SF-SHOTS FIRED Date: Sep-29-2012 Time: 20:18 Address: 2807 MULBERRY RD-CO
2010202562,n,10/9/10,2010,10,Saturday,0:06:56,00,309 PROCTOR DR-CO,-92.342056,38.975237,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-09-2010<br\>Time: 00:06<br\>Address: 309 PROCTOR DR-CO,Incident: SF-SHOTS FIRED Date: Oct-09-2010 Time: 00:06 Address: 309 PROCTOR DR-CO
2011078926,y,5/1/11,2011,05,Sunday,22:36:39,22,309 PROCTOR DR-CO,-92.342056,38.975237,65202,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: May-01-2011<br\>Time: 22:36<br\>Address: 309 PROCTOR DR-CO,Incident: FW-FIREWORKS Date: May-01-2011 Time: 22:36 Address: 309 PROCTOR DR-CO
2009164375,n,8/23/09,2009,08,Sunday,22:46:58,22,1003 ELLETA BLVD-CO,-92.324756,38.975254,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Aug-23-2009<br\>Time: 22:46<br\>Address: 1003 ELLETA BLVD-CO,Incident: SF-SHOTS FIRED Date: Aug-23-2009 Time: 22:46 Address: 1003 ELLETA BLVD-CO
2012230574,n,12/5/12,2012,12,Wednesday,19:01:57,19,5410 KELSEY DR-CO,-92.253659,38.975264,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Dec-05-2012<br\>Time: 19:01<br\>Address: 5410 KELSEY DR-CO,Incident: SF-SHOTS FIRED Date: Dec-05-2012 Time: 19:01 Address: 5410 KELSEY DR-CO
2012043238,n,3/4/12,2012,03,Sunday,16:38:34,16,5406 KELSEY DR-CO,-92.254017,38.975275,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-04-2012<br\>Time: 16:38<br\>Address: 5406 KELSEY DR-CO,Incident: SF-SHOTS FIRED Date: Mar-04-2012 Time: 16:38 Address: 5406 KELSEY DR-CO
2012213149,n,11/8/12,2012,11,Thursday,1:32:56,01,5406 KELSEY DR-CO,-92.254017,38.975275,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Nov-08-2012<br\>Time: 01:32<br\>Address: 5406 KELSEY DR-CO,Incident: SF-SHOTS FIRED Date: Nov-08-2012 Time: 01:32 Address: 5406 KELSEY DR-CO
2011079014,n,5/2/11,2011,05,Monday,1:26:26,01,2908 MULBERRY RD-CO,-92.293508,38.975279,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: May-02-2011<br\>Time: 01:26<br\>Address: 2908 MULBERRY RD-CO,Incident: SF-SHOTS FIRED Date: May-02-2011 Time: 01:26 Address: 2908 MULBERRY RD-CO
2010183939,n,9/14/10,2010,09,Tuesday,17:43:04,17,5410 KELSEY DR-CO,-92.253617,38.975309,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-14-2010<br\>Time: 17:43<br\>Address: 5410 KELSEY DR-CO,Incident: SF-SHOTS FIRED Date: Sep-14-2010 Time: 17:43 Address: 5410 KELSEY DR-CO
2010233154,n,11/21/10,2010,11,Sunday,20:55:25,20,5410 KELSEY DR-CO,-92.253617,38.975309,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Nov-21-2010<br\>Time: 20:55<br\>Address: 5410 KELSEY DR-CO,Incident: SF-SHOTS FIRED Date: Nov-21-2010 Time: 20:55 Address: 5410 KELSEY DR-CO
2009213587,n,10/31/09,2009,10,Saturday,19:39:56,19,5406 KELSEY DR-CO,-92.253975,38.975319,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-31-2009<br\>Time: 19:39<br\>Address: 5406 KELSEY DR-CO,Incident: SF-SHOTS FIRED Date: Oct-31-2009 Time: 19:39 Address: 5406 KELSEY DR-CO
2013105605,n,6/7/13,2013,06,Friday,7:47:34,07,1814 ROSE DR-CO,-92.379307,38.975392,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jun-07-2013<br\>Time: 07:47<br\>Address: 1814 ROSE DR-CO,Incident: SF-SHOTS FIRED Date: Jun-07-2013 Time: 07:47 Address: 1814 ROSE DR-CO
2013249885,n,12/31/13,2013,12,Tuesday,0:59:48,00,17 MOHAWK AV-CO,-92.263122,38.975465,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Dec-31-2013<br\>Time: 00:59<br\>Address: 17 MOHAWK AV-CO,Incident: SF-SHOTS FIRED Date: Dec-31-2013 Time: 00:59 Address: 17 MOHAWK AV-CO
2010213291,n,10/23/10,2010,10,Saturday,23:03:40,23,2113 SPECK CT-CO,-92.350881,38.975493,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-23-2010<br\>Time: 23:03<br\>Address: 2113 SPECK CT-CO,Incident: SF-SHOTS FIRED Date: Oct-23-2010 Time: 23:03 Address: 2113 SPECK CT-CO
2013231425,n,12/2/13,2013,12,Monday,20:36:09,20,4300 STEVENDAVE DR-CO,-92.27174,38.975585,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Dec-02-2013<br\>Time: 20:36<br\>Address: 4300 STEVENDAVE DR-CO,Incident: SF-SHOTS FIRED Date: Dec-02-2013 Time: 20:36 Address: 4300 STEVENDAVE DR-CO
2011210611,n,11/13/11,2011,11,Sunday,9:13:15,09,4707 PIERRE ST-CO,-92.265765,38.975672,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Nov-13-2011<br\>Time: 09:13<br\>Address: 4707 PIERRE ST-CO,Incident: SF-SHOTS FIRED Date: Nov-13-2011 Time: 09:13 Address: 4707 PIERRE ST-CO
2012193619,n,10/8/12,2012,10,Monday,22:02:58,22,4707 PIERRE ST-CO,-92.265765,38.975672,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-08-2012<br\>Time: 22:02<br\>Address: 4707 PIERRE ST-CO,Incident: SF-SHOTS FIRED Date: Oct-08-2012 Time: 22:02 Address: 4707 PIERRE ST-CO
2010232683,n,11/20/10,2010,11,Saturday,22:45:16,22,2410 NELWOOD DR-CO,-92.296847,38.975701,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Nov-20-2010<br\>Time: 22:45<br\>Address: 2410 NELWOOD DR-CO,Incident: SF-SHOTS FIRED Date: Nov-20-2010 Time: 22:45 Address: 2410 NELWOOD DR-CO
2013250483,y,12/31/13,2013,12,Tuesday,21:47:07,21,2410 NELWOOD DR-CO,-92.296847,38.975701,65202,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Dec-31-2013<br\>Time: 21:47<br\>Address: 2410 NELWOOD DR-CO,Incident: FW-FIREWORKS Date: Dec-31-2013 Time: 21:47 Address: 2410 NELWOOD DR-CO
2012121846,n,6/23/12,2012,06,Saturday,21:43:19,21,2407 PARKER ST-CO,-92.312597,38.975775,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jun-23-2012<br\>Time: 21:43<br\>Address: 2407 PARKER ST-CO,Incident: SF-SHOTS FIRED Date: Jun-23-2012 Time: 21:43 Address: 2407 PARKER ST-CO
2011072350,n,4/22/11,2011,04,Friday,0:30:53,00,2001 HOLLY AV-CO,-92.306694,38.97593,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Apr-22-2011<br\>Time: 00:30<br\>Address: 2001 HOLLY AV-CO,Incident: SF-SHOTS FIRED Date: Apr-22-2011 Time: 00:30 Address: 2001 HOLLY AV-CO
2010082421,n,4/25/10,2010,04,Sunday,16:58:30,16,2200 PRIMROSE DR-CO,-92.372537,38.975987,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Apr-25-2010<br\>Time: 16:58<br\>Address: 2200 PRIMROSE DR-CO,Incident: SF-SHOTS FIRED Date: Apr-25-2010 Time: 16:58 Address: 2200 PRIMROSE DR-CO
2012149163,n,8/3/12,2012,08,Friday,22:40:44,22,2509 WILLOWBROOK CT-CO,-92.295712,38.976172,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Aug-03-2012<br\>Time: 22:40<br\>Address: 2509 WILLOWBROOK CT-CO,Incident: SF-SHOTS FIRED Date: Aug-03-2012 Time: 22:40 Address: 2509 WILLOWBROOK CT-CO
2011054381,n,3/26/11,2011,03,Saturday,2:21:19,02,2303 BEAR CREEK DR-CO,-92.341248,38.976205,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-26-2011<br\>Time: 02:21<br\>Address: 2303 BEAR CREEK DR-CO,Incident: SF-SHOTS FIRED Date: Mar-26-2011 Time: 02:21 Address: 2303 BEAR CREEK DR-CO
2011210613,n,11/13/11,2011,11,Sunday,9:21:14,09,4700 DEHAVEN DR-CO,-92.266185,38.976265,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Nov-13-2011<br\>Time: 09:21<br\>Address: 4700 DEHAVEN DR-CO,Incident: SF-SHOTS FIRED Date: Nov-13-2011 Time: 09:21 Address: 4700 DEHAVEN DR-CO
2012237397,n,12/15/12,2012,12,Saturday,22:00:08,22,1802 KITTY HAWK DR-CO,-92.312419,38.97627,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Dec-15-2012<br\>Time: 22:00<br\>Address: 1802 KITTY HAWK DR-CO,Incident: SF-SHOTS FIRED Date: Dec-15-2012 Time: 22:00 Address: 1802 KITTY HAWK DR-CO
2010228379,y,11/14/10,2010,11,Sunday,15:59:00,15,8 GIPSON CT-CO,-92.337589,38.976399,65202,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Nov-14-2010<br\>Time: 15:59<br\>Address: 8 GIPSON CT-CO,Incident: SI-SUSP INCIDENT Date: Nov-14-2010 Time: 15:59 Address: 8 GIPSON CT-CO
2011212256,n,11/15/11,2011,11,Tuesday,22:02:48,22,2220 PRIMROSE DR-CO,-92.374063,38.97659,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Nov-15-2011<br\>Time: 22:02<br\>Address: 2220 PRIMROSE DR-CO,Incident: SF-SHOTS FIRED Date: Nov-15-2011 Time: 22:02 Address: 2220 PRIMROSE DR-CO
2011128066,n,7/11/11,2011,07,Monday,10:22:36,10,2311 BEAR CREEK DR-CO,-92.341236,38.976689,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jul-11-2011<br\>Time: 10:22<br\>Address: 2311 BEAR CREEK DR-CO,Incident: SF-SHOTS FIRED Date: Jul-11-2011 Time: 10:22 Address: 2311 BEAR CREEK DR-CO
2012000006,n,1/1/12,2012,01,Sunday,0:01:45,00,2506 ANDY DR-CO,-92.304974,38.976749,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jan-01-2012<br\>Time: 00:01<br\>Address: 2506 ANDY DR-CO,Incident: SF-SHOTS FIRED Date: Jan-01-2012 Time: 00:01 Address: 2506 ANDY DR-CO
2011047598,n,3/16/11,2011,03,Wednesday,20:21:30,20,4813 AZTEC BLVD-CO,-92.264159,38.976818,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-16-2011<br\>Time: 20:21<br\>Address: 4813 AZTEC BLVD-CO,Incident: SF-SHOTS FIRED Date: Mar-16-2011 Time: 20:21 Address: 4813 AZTEC BLVD-CO
2010082751,n,4/26/10,2010,04,Monday,10:03:13,10,2001 HOLLY AV-CO,-92.307745,38.976857,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Apr-26-2010<br\>Time: 10:03<br\>Address: 2001 HOLLY AV-CO,Incident: SF-SHOTS FIRED Date: Apr-26-2010 Time: 10:03 Address: 2001 HOLLY AV-CO
2009215223,n,11/2/09,2009,11,Monday,22:06:47,22,5009 AZTEC BLVD-CO,-92.260614,38.976862,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Nov-02-2009<br\>Time: 22:06<br\>Address: 5009 AZTEC BLVD-CO,Incident: SF-SHOTS FIRED Date: Nov-02-2009 Time: 22:06 Address: 5009 AZTEC BLVD-CO
2012154608,n,8/12/12,2012,08,Sunday,20:54:59,20,2601 FELDSPAR CT-CO,-92.251369,38.976906,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Aug-12-2012<br\>Time: 20:54<br\>Address: 2601 FELDSPAR CT-CO,Incident: SF-SHOTS FIRED Date: Aug-12-2012 Time: 20:54 Address: 2601 FELDSPAR CT-CO
2012115555,y,6/14/12,2012,06,Thursday,13:55:15,13,2509 GLENN DR-CO,-92.306177,38.976918,65202,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Jun-14-2012<br\>Time: 13:55<br\>Address: 2509 GLENN DR-CO,Incident: SI-SUSP INCIDENT Date: Jun-14-2012 Time: 13:55 Address: 2509 GLENN DR-CO
2013157659,n,8/20/13,2013,08,Tuesday,3:10:10,03,2509 GLENN DR-CO,-92.306177,38.976918,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Aug-20-2013<br\>Time: 03:10<br\>Address: 2509 GLENN DR-CO,Incident: SF-SHOTS FIRED Date: Aug-20-2013 Time: 03:10 Address: 2509 GLENN DR-CO
2012236940,n,12/15/12,2012,12,Saturday,4:06:50,04,2404 GARTH AV N-CO,-92.337988,38.977146,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Dec-15-2012<br\>Time: 04:06<br\>Address: 2404 GARTH AV N-CO,Incident: SF-SHOTS FIRED Date: Dec-15-2012 Time: 04:06 Address: 2404 GARTH AV N-CO
2011042539,n,3/9/11,2011,03,Wednesday,17:51:08,17,21 THURMAN ST E-CO,-92.336507,38.977236,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-09-2011<br\>Time: 17:51<br\>Address: 21 THURMAN ST E-CO,Incident: SF-SHOTS FIRED Date: Mar-09-2011 Time: 17:51 Address: 21 THURMAN ST E-CO
2011175921,n,9/21/11,2011,09,Wednesday,12:34:22,12,21 THURMAN ST E-CO,-92.336507,38.977236,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-21-2011<br\>Time: 12:34<br\>Address: 21 THURMAN ST E-CO,Incident: SF-SHOTS FIRED Date: Sep-21-2011 Time: 12:34 Address: 21 THURMAN ST E-CO
2013008262,n,1/13/13,2013,01,Sunday,22:35:55,22,2604 QUARTZ LN-CO,-92.252332,38.977378,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jan-13-2013<br\>Time: 22:35<br\>Address: 2604 QUARTZ LN-CO,Incident: SF-SHOTS FIRED Date: Jan-13-2013 Time: 22:35 Address: 2604 QUARTZ LN-CO
2011238666,y,12/24/11,2011,12,Saturday,23:05:37,23,2319 PRIMROSE DR-CO,-92.376259,38.977401,65202,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Dec-24-2011<br\>Time: 23:05<br\>Address: 2319 PRIMROSE DR-CO,Incident: SI-SUSP INCIDENT Date: Dec-24-2011 Time: 23:05 Address: 2319 PRIMROSE DR-CO
2013140349,n,7/25/13,2013,07,Thursday,21:08:40,21,4901 AZTEC BLVD-CO,-92.262479,38.977461,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jul-25-2013<br\>Time: 21:08<br\>Address: 4901 AZTEC BLVD-CO,Incident: SF-SHOTS FIRED Date: Jul-25-2013 Time: 21:08 Address: 4901 AZTEC BLVD-CO
2013095978,y,5/23/13,2013,05,Thursday,21:15:14,21,2605 SHAMROCK DR-CO,-92.254949,38.977464,65202,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: May-23-2013<br\>Time: 21:15<br\>Address: 2605 SHAMROCK DR-CO,Incident: SI-SUSP INCIDENT Date: May-23-2013 Time: 21:15 Address: 2605 SHAMROCK DR-CO
2013196410,n,10/13/13,2013,10,Sunday,1:19:01,01,705 BIG BEAR BLVD-CO,-92.328625,38.977501,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-13-2013<br\>Time: 01:19<br\>Address: 705 BIG BEAR BLVD-CO,Incident: SF-SHOTS FIRED Date: Oct-13-2013 Time: 01:19 Address: 705 BIG BEAR BLVD-CO
2012107357,n,6/1/12,2012,06,Friday,23:58:03,23,2605 GLENN DR-CO,-92.30617,38.97772,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jun-01-2012<br\>Time: 23:58<br\>Address: 2605 GLENN DR-CO,Incident: SF-SHOTS FIRED Date: Jun-01-2012 Time: 23:58 Address: 2605 GLENN DR-CO
2012113844,n,6/12/12,2012,06,Tuesday,5:59:19,05,2312 LICHFIELD DR-CO,-92.351029,38.977772,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jun-12-2012<br\>Time: 05:59<br\>Address: 2312 LICHFIELD DR-CO,Incident: SF-SHOTS FIRED Date: Jun-12-2012 Time: 05:59 Address: 2312 LICHFIELD DR-CO
2011100400,n,6/1/11,2011,06,Wednesday,20:50:53,20,5407 SANDROCK DR-CO,-92.254147,38.977802,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jun-01-2011<br\>Time: 20:50<br\>Address: 5407 SANDROCK DR-CO,Incident: SF-SHOTS FIRED Date: Jun-01-2011 Time: 20:50 Address: 5407 SANDROCK DR-CO
2012208172,n,10/31/12,2012,10,Wednesday,5:14:16,05,2308 TULIP CT-CO,-92.375233,38.977878,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-31-2012<br\>Time: 05:14<br\>Address: 2308 TULIP CT-CO,Incident: SF-SHOTS FIRED Date: Oct-31-2012 Time: 05:14 Address: 2308 TULIP CT-CO
2012097762,n,5/19/12,2012,05,Saturday,7:58:36,07,2914 MEXICO GRAVEL RD-CO,-92.293113,38.977907,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: May-19-2012<br\>Time: 07:58<br\>Address: 2914 MEXICO GRAVEL RD-CO,Incident: SF-SHOTS FIRED Date: May-19-2012 Time: 07:58 Address: 2914 MEXICO GRAVEL RD-CO
2011207989,n,11/9/11,2011,11,Wednesday,15:24:59,15,515 BIG BEAR BLVD-CO,-92.331757,38.977951,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Nov-09-2011<br\>Time: 15:24<br\>Address: 515 BIG BEAR BLVD-CO,Incident: SF-SHOTS FIRED Date: Nov-09-2011 Time: 15:24 Address: 515 BIG BEAR BLVD-CO
2009160048,n,8/17/09,2009,08,Monday,23:25:54,23,2113 GARDEN DR-CO,-92.376624,38.978249,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Aug-17-2009<br\>Time: 23:25<br\>Address: 2113 GARDEN DR-CO,Incident: SF-SHOTS FIRED Date: Aug-17-2009 Time: 23:25 Address: 2113 GARDEN DR-CO
2009163906,n,8/23/09,2009,08,Sunday,0:21:46,00,2716 NORTHLAND DR-CO,-92.312942,38.978265,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Aug-23-2009<br\>Time: 00:21<br\>Address: 2716 NORTHLAND DR-CO,Incident: SF-SHOTS FIRED Date: Aug-23-2009 Time: 00:21 Address: 2716 NORTHLAND DR-CO
2010187481,n,9/19/10,2010,09,Sunday,17:58:47,17,2716 NORTHLAND DR-CO,-92.312942,38.978265,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-19-2010<br\>Time: 17:58<br\>Address: 2716 NORTHLAND DR-CO,Incident: SF-SHOTS FIRED Date: Sep-19-2010 Time: 17:58 Address: 2716 NORTHLAND DR-CO
2013050297,n,3/17/13,2013,03,Sunday,23:28:32,23,2716 NORTHLAND DR-CO,-92.312942,38.978265,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-17-2013<br\>Time: 23:28<br\>Address: 2716 NORTHLAND DR-CO,Incident: SF-SHOTS FIRED Date: Mar-17-2013 Time: 23:28 Address: 2716 NORTHLAND DR-CO
2013167828,y,9/2/13,2013,09,Monday,18:52:24,18,2200 IRIS DR-CO,-92.377141,38.978346,65202,SI-SUSP INCIDENT,Incident: SI-SUSP INCIDENT<br\>Date: Sep-02-2013<br\>Time: 18:52<br\>Address: 2200 IRIS DR-CO,Incident: SI-SUSP INCIDENT Date: Sep-02-2013 Time: 18:52 Address: 2200 IRIS DR-CO
2011097644,n,5/28/11,2011,05,Saturday,13:43:47,13,3101 PIONEER DR-CO,-92.291506,38.978453,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: May-28-2011<br\>Time: 13:43<br\>Address: 3101 PIONEER DR-CO,Incident: SF-SHOTS FIRED Date: May-28-2011 Time: 13:43 Address: 3101 PIONEER DR-CO
2011054626,n,3/26/11,2011,03,Saturday,14:31:16,14,2821 MEXICO GRAVEL RD-CO,-92.294341,38.978458,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-26-2011<br\>Time: 14:31<br\>Address: 2821 MEXICO GRAVEL RD-CO,Incident: SF-SHOTS FIRED Date: Mar-26-2011 Time: 14:31 Address: 2821 MEXICO GRAVEL RD-CO
2011054626,y,3/26/11,2011,03,Saturday,14:31:16,14,2821 MEXICO GRAVEL RD-CO,-92.294341,38.978458,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-26-2011<br\>Time: 14:31<br\>Address: 2821 MEXICO GRAVEL RD-CO,Incident: SF-SHOTS FIRED Date: Mar-26-2011 Time: 14:31 Address: 2821 MEXICO GRAVEL RD-CO
2012145186,y,7/28/12,2012,07,Saturday,22:44:34,22,2811 MEXICO GRAVEL RD-CO,-92.294661,38.978458,65202,FW-FIREWORKS,Incident: FW-FIREWORKS<br\>Date: Jul-28-2012<br\>Time: 22:44<br\>Address: 2811 MEXICO GRAVEL RD-CO,Incident: FW-FIREWORKS Date: Jul-28-2012 Time: 22:44 Address: 2811 MEXICO GRAVEL RD-CO
2011055343,n,3/27/11,2011,03,Sunday,23:51:14,23,2821 MEXICO GRAVEL RD-CO,-92.294047,38.978461,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Mar-27-2011<br\>Time: 23:51<br\>Address: 2821 MEXICO GRAVEL RD-CO,Incident: SF-SHOTS FIRED Date: Mar-27-2011 Time: 23:51 Address: 2821 MEXICO GRAVEL RD-CO
2011174782,n,9/19/11,2011,09,Monday,23:16:52,23,3401 PIONEER DR-CO,-92.28584,38.978463,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Sep-19-2011<br\>Time: 23:16<br\>Address: 3401 PIONEER DR-CO,Incident: SF-SHOTS FIRED Date: Sep-19-2011 Time: 23:16 Address: 3401 PIONEER DR-CO
2012067498,n,4/7/12,2012,04,Saturday,1:39:18,01,3306 MARTHA DR-CO,-92.288481,38.978528,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Apr-07-2012<br\>Time: 01:39<br\>Address: 3306 MARTHA DR-CO,Incident: SF-SHOTS FIRED Date: Apr-07-2012 Time: 01:39 Address: 3306 MARTHA DR-CO
2012074259,n,4/16/12,2012,04,Monday,23:19:05,23,3306 MARTHA DR-CO,-92.288481,38.978528,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Apr-16-2012<br\>Time: 23:19<br\>Address: 3306 MARTHA DR-CO,Incident: SF-SHOTS FIRED Date: Apr-16-2012 Time: 23:19 Address: 3306 MARTHA DR-CO
2013022564,n,2/3/13,2013,02,Sunday,19:52:11,19,4600 OAK VIEW DR-CO,-92.268119,38.978583,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Feb-03-2013<br\>Time: 19:52<br\>Address: 4600 OAK VIEW DR-CO,Incident: SF-SHOTS FIRED Date: Feb-03-2013 Time: 19:52 Address: 4600 OAK VIEW DR-CO
2012150183,n,8/5/12,2012,08,Sunday,20:39:21,20,2904 RANGE LINE ST-CO,-92.323956,38.978612,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Aug-05-2012<br\>Time: 20:39<br\>Address: 2904 RANGE LINE ST-CO,Incident: SF-SHOTS FIRED Date: Aug-05-2012 Time: 20:39 Address: 2904 RANGE LINE ST-CO
2012111183,n,6/7/12,2012,06,Thursday,21:46:12,21,3200 MARTHA DR-CO,-92.289536,38.978667,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jun-07-2012<br\>Time: 21:46<br\>Address: 3200 MARTHA DR-CO,Incident: SF-SHOTS FIRED Date: Jun-07-2012 Time: 21:46 Address: 3200 MARTHA DR-CO
2011187626,n,10/9/11,2011,10,Sunday,10:06:02,10,411 PROCTOR DR-CO,-92.342536,38.978749,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Oct-09-2011<br\>Time: 10:06<br\>Address: 411 PROCTOR DR-CO,Incident: SF-SHOTS FIRED Date: Oct-09-2011 Time: 10:06 Address: 411 PROCTOR DR-CO
2012215280,n,11/11/12,2012,11,Sunday,0:55:15,00,2712 PARIS RD-CO,-92.295402,38.978861,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Nov-11-2012<br\>Time: 00:55<br\>Address: 2712 PARIS RD-CO,Incident: SF-SHOTS FIRED Date: Nov-11-2012 Time: 00:55 Address: 2712 PARIS RD-CO
2012107407,n,6/2/12,2012,06,Saturday,1:34:09,01,7 NORTH GARTH CT-CO,-92.337248,38.978988,65202,SF-SHOTS FIRED,Incident: SF-SHOTS FIRED<br\>Date: Jun-02-2012<br\>Time: 01:34<br\>Address: 7 NORTH GARTH CT-CO,Incident: SF-SHOTS FIRED Date: Jun-02-2012 Time: 01:34 Address: 7 NORTH GARTH CT-CO
